GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,2,2.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,10,10.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,11,11.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,11,11.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,11,11.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,11,11.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,12,12.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,12,12.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,23,23.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,23,23.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,23,23.00000,,,,,
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,22,22.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,0,0.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,28,28.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,28,28.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,28,28.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=90,,,,PUBLISHED,Published,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,19,,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,28,28.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,27,27.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,26,26.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,19,19.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,20,20.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,20,20.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,20,20.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,3,3.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,25,25.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,24,24.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,24,24.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,AMR,Americas,,WB_HI,High-income,,USA,United States of America,,,,,24,24.00000,,,,,
